@relation Ambiente

@attribute Estado {MANHA,TARDE,NOITE}
@attribute Farol {LIGADO,DESLIGADO}
@attribute Desempenho {RUIM,MEDIO,BOM}

@data
NOITE,DESLIGADO,RUIM
NOITE,DESLIGADO,RUIM
NOITE,DESLIGADO,RUIM
NOITE,DESLIGADO,RUIM
MANHA,LIGADO,RUIM
MANHA,LIGADO,RUIM
NOITE,DESLIGADO,RUIM
NOITE,DESLIGADO,RUIM
NOITE,DESLIGADO,RUIM
MANHA,LIGADO,RUIM
MANHA,LIGADO,RUIM
NOITE,DESLIGADO,RUIM
NOITE,DESLIGADO,RUIM
NOITE,DESLIGADO,RUIM
NOITE,DESLIGADO,RUIM
NOITE,DESLIGADO,RUIM
MANHA,LIGADO,RUIM
NOITE,DESLIGADO,RUIM
NOITE,DESLIGADO,RUIM
NOITE,DESLIGADO,RUIM
MANHA,LIGADO,RUIM
NOITE,DESLIGADO,RUIM
MANHA,LIGADO,RUIM
MANHA,LIGADO,RUIM
MANHA,LIGADO,RUIM
MANHA,LIGADO,RUIM
MANHA,LIGADO,RUIM
NOITE,DESLIGADO,RUIM
MANHA,LIGADO,RUIM
NOITE,DESLIGADO,RUIM
NOITE,DESLIGADO,RUIM
NOITE,DESLIGADO,RUIM
NOITE,DESLIGADO,RUIM
MANHA,LIGADO,RUIM
NOITE,DESLIGADO,RUIM
MANHA,LIGADO,RUIM
NOITE,DESLIGADO,RUIM
MANHA,LIGADO,RUIM
NOITE,DESLIGADO,RUIM
NOITE,DESLIGADO,RUIM
MANHA,LIGADO,RUIM
MANHA,LIGADO,RUIM
NOITE,DESLIGADO,RUIM
NOITE,DESLIGADO,RUIM
MANHA,LIGADO,RUIM
MANHA,LIGADO,RUIM
MANHA,LIGADO,RUIM
NOITE,DESLIGADO,RUIM
MANHA,LIGADO,RUIM
MANHA,LIGADO,RUIM
NOITE,DESLIGADO,RUIM
NOITE,DESLIGADO,RUIM
MANHA,LIGADO,RUIM
NOITE,DESLIGADO,RUIM
NOITE,DESLIGADO,RUIM
MANHA,LIGADO,RUIM
MANHA,LIGADO,RUIM
NOITE,DESLIGADO,RUIM
NOITE,DESLIGADO,RUIM
NOITE,DESLIGADO,RUIM
MANHA,LIGADO,RUIM
NOITE,DESLIGADO,RUIM
NOITE,DESLIGADO,RUIM
NOITE,DESLIGADO,RUIM
NOITE,DESLIGADO,RUIM
MANHA,LIGADO,RUIM
NOITE,DESLIGADO,RUIM
NOITE,DESLIGADO,RUIM
MANHA,LIGADO,RUIM
MANHA,LIGADO,RUIM
MANHA,LIGADO,RUIM
NOITE,DESLIGADO,RUIM
NOITE,DESLIGADO,RUIM
MANHA,LIGADO,RUIM
NOITE,DESLIGADO,RUIM
MANHA,LIGADO,RUIM
NOITE,DESLIGADO,RUIM
MANHA,LIGADO,RUIM
NOITE,DESLIGADO,RUIM
NOITE,DESLIGADO,RUIM
MANHA,LIGADO,RUIM
MANHA,LIGADO,RUIM
NOITE,DESLIGADO,RUIM
NOITE,DESLIGADO,RUIM
NOITE,DESLIGADO,RUIM
NOITE,DESLIGADO,RUIM
MANHA,LIGADO,RUIM
NOITE,DESLIGADO,RUIM
MANHA,LIGADO,RUIM
NOITE,DESLIGADO,RUIM
MANHA,LIGADO,RUIM
NOITE,DESLIGADO,RUIM
NOITE,DESLIGADO,RUIM
MANHA,LIGADO,RUIM
MANHA,LIGADO,RUIM
NOITE,DESLIGADO,RUIM
MANHA,LIGADO,RUIM
MANHA,LIGADO,RUIM
MANHA,LIGADO,RUIM
MANHA,LIGADO,RUIM
MANHA,LIGADO,RUIM
NOITE,DESLIGADO,RUIM
MANHA,LIGADO,RUIM
NOITE,DESLIGADO,RUIM
MANHA,LIGADO,RUIM
NOITE,DESLIGADO,RUIM
NOITE,DESLIGADO,RUIM
NOITE,DESLIGADO,RUIM
NOITE,DESLIGADO,RUIM
NOITE,DESLIGADO,RUIM
NOITE,DESLIGADO,RUIM
NOITE,DESLIGADO,RUIM
NOITE,DESLIGADO,RUIM
MANHA,LIGADO,RUIM
NOITE,DESLIGADO,RUIM
NOITE,DESLIGADO,RUIM
MANHA,LIGADO,RUIM
NOITE,DESLIGADO,RUIM
NOITE,DESLIGADO,RUIM
MANHA,LIGADO,RUIM
NOITE,DESLIGADO,RUIM
MANHA,LIGADO,RUIM
NOITE,DESLIGADO,RUIM
NOITE,DESLIGADO,RUIM
NOITE,DESLIGADO,RUIM
MANHA,LIGADO,RUIM
NOITE,DESLIGADO,RUIM
NOITE,DESLIGADO,RUIM
NOITE,DESLIGADO,RUIM
NOITE,DESLIGADO,RUIM
MANHA,LIGADO,RUIM
NOITE,DESLIGADO,RUIM
NOITE,DESLIGADO,RUIM
MANHA,LIGADO,RUIM
NOITE,DESLIGADO,RUIM
NOITE,DESLIGADO,RUIM
NOITE,DESLIGADO,RUIM
NOITE,DESLIGADO,RUIM
MANHA,LIGADO,RUIM
MANHA,LIGADO,RUIM
NOITE,DESLIGADO,RUIM
NOITE,DESLIGADO,RUIM
NOITE,DESLIGADO,RUIM
MANHA,LIGADO,RUIM
NOITE,DESLIGADO,RUIM
NOITE,DESLIGADO,RUIM
MANHA,LIGADO,RUIM
NOITE,DESLIGADO,RUIM
MANHA,LIGADO,RUIM
NOITE,DESLIGADO,RUIM
NOITE,DESLIGADO,RUIM
NOITE,DESLIGADO,RUIM
MANHA,LIGADO,RUIM
MANHA,LIGADO,RUIM
NOITE,DESLIGADO,RUIM
MANHA,LIGADO,RUIM
MANHA,LIGADO,RUIM
MANHA,LIGADO,RUIM
MANHA,LIGADO,RUIM
MANHA,LIGADO,RUIM
MANHA,LIGADO,RUIM
NOITE,DESLIGADO,RUIM
MANHA,LIGADO,RUIM
MANHA,LIGADO,RUIM
NOITE,DESLIGADO,RUIM
MANHA,LIGADO,RUIM
MANHA,LIGADO,RUIM
NOITE,DESLIGADO,RUIM
NOITE,DESLIGADO,RUIM
NOITE,DESLIGADO,RUIM
MANHA,LIGADO,RUIM
MANHA,LIGADO,RUIM
NOITE,DESLIGADO,RUIM
NOITE,DESLIGADO,RUIM
MANHA,LIGADO,RUIM
MANHA,LIGADO,RUIM
MANHA,LIGADO,RUIM
MANHA,LIGADO,RUIM
MANHA,LIGADO,RUIM
NOITE,DESLIGADO,RUIM
NOITE,DESLIGADO,RUIM
NOITE,DESLIGADO,RUIM
MANHA,LIGADO,RUIM
NOITE,DESLIGADO,RUIM
MANHA,LIGADO,RUIM
NOITE,DESLIGADO,RUIM
NOITE,DESLIGADO,RUIM
NOITE,DESLIGADO,RUIM
MANHA,LIGADO,RUIM
NOITE,DESLIGADO,RUIM
MANHA,LIGADO,RUIM
MANHA,LIGADO,RUIM
MANHA,LIGADO,RUIM
NOITE,DESLIGADO,RUIM
NOITE,DESLIGADO,RUIM
NOITE,DESLIGADO,RUIM
MANHA,LIGADO,RUIM
NOITE,DESLIGADO,RUIM
MANHA,LIGADO,RUIM
MANHA,LIGADO,RUIM
MANHA,LIGADO,RUIM
NOITE,DESLIGADO,RUIM
NOITE,DESLIGADO,RUIM
MANHA,LIGADO,RUIM
NOITE,DESLIGADO,RUIM
MANHA,LIGADO,RUIM
NOITE,DESLIGADO,RUIM
NOITE,DESLIGADO,RUIM
NOITE,DESLIGADO,RUIM
MANHA,LIGADO,RUIM
MANHA,LIGADO,RUIM
NOITE,DESLIGADO,RUIM
NOITE,DESLIGADO,RUIM
MANHA,LIGADO,RUIM
MANHA,LIGADO,RUIM
NOITE,DESLIGADO,RUIM
MANHA,LIGADO,RUIM
MANHA,LIGADO,RUIM
MANHA,LIGADO,RUIM
NOITE,DESLIGADO,RUIM
NOITE,DESLIGADO,RUIM
NOITE,DESLIGADO,RUIM
MANHA,LIGADO,RUIM
MANHA,LIGADO,RUIM
MANHA,LIGADO,RUIM
NOITE,DESLIGADO,RUIM
NOITE,DESLIGADO,RUIM
MANHA,LIGADO,RUIM
MANHA,LIGADO,RUIM
MANHA,LIGADO,RUIM
MANHA,LIGADO,RUIM
NOITE,DESLIGADO,RUIM
MANHA,LIGADO,RUIM
NOITE,DESLIGADO,RUIM
NOITE,DESLIGADO,RUIM
NOITE,DESLIGADO,RUIM
MANHA,LIGADO,RUIM
NOITE,DESLIGADO,RUIM
MANHA,LIGADO,RUIM
NOITE,DESLIGADO,RUIM
MANHA,LIGADO,RUIM
NOITE,DESLIGADO,RUIM
NOITE,DESLIGADO,RUIM
NOITE,DESLIGADO,RUIM
NOITE,DESLIGADO,RUIM
MANHA,LIGADO,RUIM
MANHA,LIGADO,RUIM
NOITE,DESLIGADO,RUIM
MANHA,LIGADO,RUIM
NOITE,DESLIGADO,RUIM
MANHA,LIGADO,RUIM
MANHA,LIGADO,RUIM
MANHA,LIGADO,RUIM
NOITE,DESLIGADO,RUIM
NOITE,DESLIGADO,RUIM
NOITE,DESLIGADO,RUIM
MANHA,LIGADO,RUIM
NOITE,DESLIGADO,RUIM
NOITE,DESLIGADO,RUIM
MANHA,LIGADO,RUIM
NOITE,DESLIGADO,RUIM
MANHA,LIGADO,RUIM
NOITE,DESLIGADO,RUIM
NOITE,DESLIGADO,RUIM
NOITE,DESLIGADO,RUIM
MANHA,LIGADO,RUIM
MANHA,LIGADO,RUIM
NOITE,DESLIGADO,RUIM
NOITE,DESLIGADO,RUIM
MANHA,LIGADO,RUIM
NOITE,DESLIGADO,RUIM
NOITE,DESLIGADO,RUIM
MANHA,LIGADO,RUIM
MANHA,LIGADO,RUIM
NOITE,DESLIGADO,RUIM
NOITE,DESLIGADO,RUIM
NOITE,DESLIGADO,RUIM
NOITE,DESLIGADO,RUIM
NOITE,DESLIGADO,RUIM
NOITE,DESLIGADO,RUIM
MANHA,LIGADO,RUIM
MANHA,LIGADO,RUIM
NOITE,DESLIGADO,RUIM
NOITE,DESLIGADO,RUIM
MANHA,LIGADO,RUIM
MANHA,LIGADO,RUIM
NOITE,DESLIGADO,RUIM
MANHA,LIGADO,RUIM
MANHA,LIGADO,RUIM
NOITE,DESLIGADO,RUIM
MANHA,LIGADO,RUIM
MANHA,LIGADO,RUIM
NOITE,DESLIGADO,RUIM
NOITE,DESLIGADO,RUIM
