@relation Ambiente

@attribute Estado {MANHA,TARDE,NOITE}
@attribute Farol {LIGADO,DESLIGADO}
@attribute Desempenho {RUIM,MEDIO,BOM}

@data
NOITE,LIGADO,BOM
TARDE,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
NOITE,LIGADO,BOM
TARDE,DESLIGADO,BOM
NOITE,LIGADO,BOM
MANHA,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
NOITE,LIGADO,BOM
TARDE,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
NOITE,LIGADO,BOM
NOITE,LIGADO,BOM
NOITE,LIGADO,BOM
NOITE,LIGADO,BOM
NOITE,LIGADO,BOM
TARDE,DESLIGADO,BOM
NOITE,LIGADO,BOM
NOITE,LIGADO,BOM
TARDE,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
NOITE,LIGADO,BOM
MANHA,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
NOITE,LIGADO,BOM
MANHA,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
NOITE,LIGADO,BOM
TARDE,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
NOITE,LIGADO,BOM
MANHA,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
NOITE,LIGADO,BOM
MANHA,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
NOITE,LIGADO,BOM
MANHA,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
NOITE,LIGADO,BOM
MANHA,DESLIGADO,BOM
NOITE,LIGADO,BOM
MANHA,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
NOITE,LIGADO,BOM
NOITE,LIGADO,BOM
TARDE,DESLIGADO,BOM
NOITE,LIGADO,BOM
NOITE,LIGADO,BOM
TARDE,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
NOITE,LIGADO,BOM
NOITE,LIGADO,BOM
TARDE,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
NOITE,LIGADO,BOM
MANHA,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
NOITE,LIGADO,BOM
MANHA,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
NOITE,LIGADO,BOM
TARDE,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
NOITE,LIGADO,BOM
TARDE,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
NOITE,LIGADO,BOM
MANHA,DESLIGADO,BOM
NOITE,LIGADO,BOM
MANHA,DESLIGADO,BOM
NOITE,LIGADO,BOM
TARDE,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
NOITE,LIGADO,BOM
NOITE,LIGADO,BOM
MANHA,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
NOITE,LIGADO,BOM
NOITE,LIGADO,BOM
NOITE,LIGADO,BOM
MANHA,DESLIGADO,BOM
NOITE,LIGADO,BOM
NOITE,LIGADO,BOM
NOITE,LIGADO,BOM
NOITE,LIGADO,BOM
TARDE,DESLIGADO,BOM
NOITE,LIGADO,BOM
NOITE,LIGADO,BOM
TARDE,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
NOITE,LIGADO,BOM
TARDE,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
NOITE,LIGADO,BOM
MANHA,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
NOITE,LIGADO,BOM
MANHA,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
NOITE,LIGADO,BOM
NOITE,LIGADO,BOM
NOITE,LIGADO,BOM
MANHA,DESLIGADO,BOM
NOITE,LIGADO,BOM
NOITE,LIGADO,BOM
MANHA,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
NOITE,LIGADO,BOM
MANHA,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
NOITE,LIGADO,BOM
NOITE,LIGADO,BOM
TARDE,DESLIGADO,BOM
NOITE,LIGADO,BOM
TARDE,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
NOITE,LIGADO,BOM
TARDE,DESLIGADO,BOM
NOITE,LIGADO,BOM
NOITE,LIGADO,BOM
TARDE,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
NOITE,LIGADO,BOM
TARDE,DESLIGADO,BOM
NOITE,LIGADO,BOM
NOITE,LIGADO,BOM
TARDE,DESLIGADO,BOM
NOITE,LIGADO,BOM
MANHA,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
NOITE,LIGADO,BOM
TARDE,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
NOITE,LIGADO,BOM
TARDE,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
NOITE,LIGADO,BOM
TARDE,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
NOITE,LIGADO,BOM
TARDE,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
NOITE,LIGADO,BOM
TARDE,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
NOITE,LIGADO,BOM
MANHA,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
NOITE,LIGADO,BOM
MANHA,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
NOITE,LIGADO,BOM
MANHA,DESLIGADO,BOM
NOITE,LIGADO,BOM
TARDE,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
NOITE,LIGADO,BOM
NOITE,LIGADO,BOM
NOITE,LIGADO,BOM
MANHA,DESLIGADO,BOM
NOITE,LIGADO,BOM
NOITE,LIGADO,BOM
TARDE,DESLIGADO,BOM
NOITE,LIGADO,BOM
TARDE,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
NOITE,LIGADO,BOM
TARDE,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
NOITE,LIGADO,BOM
TARDE,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
NOITE,LIGADO,BOM
NOITE,LIGADO,BOM
TARDE,DESLIGADO,BOM
NOITE,LIGADO,BOM
TARDE,DESLIGADO,BOM
NOITE,LIGADO,BOM
MANHA,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
NOITE,LIGADO,BOM
NOITE,LIGADO,BOM
NOITE,LIGADO,BOM
NOITE,LIGADO,BOM
NOITE,LIGADO,BOM
TARDE,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
NOITE,LIGADO,BOM
MANHA,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
NOITE,LIGADO,BOM
TARDE,DESLIGADO,BOM
NOITE,LIGADO,BOM
NOITE,LIGADO,BOM
NOITE,LIGADO,BOM
MANHA,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
NOITE,LIGADO,BOM
MANHA,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
NOITE,LIGADO,BOM
MANHA,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
NOITE,LIGADO,BOM
MANHA,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
NOITE,LIGADO,BOM
TARDE,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
NOITE,LIGADO,BOM
MANHA,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
NOITE,LIGADO,BOM
NOITE,LIGADO,BOM
TARDE,DESLIGADO,BOM
NOITE,LIGADO,BOM
MANHA,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
NOITE,LIGADO,BOM
MANHA,DESLIGADO,BOM
NOITE,LIGADO,BOM
NOITE,LIGADO,BOM
MANHA,DESLIGADO,BOM
NOITE,LIGADO,BOM
NOITE,LIGADO,BOM
NOITE,LIGADO,BOM
NOITE,LIGADO,BOM
NOITE,LIGADO,BOM
MANHA,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
NOITE,LIGADO,BOM
NOITE,LIGADO,BOM
TARDE,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
NOITE,LIGADO,BOM
NOITE,LIGADO,BOM
MANHA,DESLIGADO,BOM
NOITE,LIGADO,BOM
MANHA,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
NOITE,LIGADO,BOM
TARDE,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
NOITE,LIGADO,BOM
TARDE,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
NOITE,LIGADO,BOM
TARDE,DESLIGADO,BOM
NOITE,LIGADO,BOM
NOITE,LIGADO,BOM
MANHA,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
NOITE,LIGADO,BOM
TARDE,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
NOITE,LIGADO,BOM
TARDE,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
NOITE,LIGADO,BOM
MANHA,DESLIGADO,BOM
NOITE,LIGADO,BOM
MANHA,DESLIGADO,BOM
NOITE,LIGADO,BOM
NOITE,LIGADO,BOM
TARDE,DESLIGADO,BOM
NOITE,LIGADO,BOM
MANHA,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
NOITE,LIGADO,BOM
TARDE,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
NOITE,LIGADO,BOM
NOITE,LIGADO,BOM
TARDE,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
NOITE,LIGADO,BOM
NOITE,LIGADO,BOM
NOITE,LIGADO,BOM
TARDE,DESLIGADO,BOM
NOITE,LIGADO,BOM
NOITE,LIGADO,BOM
NOITE,LIGADO,BOM
NOITE,LIGADO,BOM
TARDE,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
NOITE,LIGADO,BOM
TARDE,DESLIGADO,BOM
NOITE,LIGADO,BOM
TARDE,DESLIGADO,BOM
NOITE,LIGADO,BOM
NOITE,LIGADO,BOM
TARDE,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
NOITE,LIGADO,BOM
TARDE,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
NOITE,LIGADO,BOM
MANHA,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
NOITE,LIGADO,BOM
NOITE,LIGADO,BOM
NOITE,LIGADO,BOM
MANHA,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
NOITE,LIGADO,BOM
TARDE,DESLIGADO,BOM
NOITE,LIGADO,BOM
MANHA,DESLIGADO,BOM
NOITE,LIGADO,BOM
MANHA,DESLIGADO,BOM
NOITE,LIGADO,BOM
TARDE,DESLIGADO,BOM
NOITE,LIGADO,BOM
TARDE,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
NOITE,LIGADO,BOM
TARDE,DESLIGADO,BOM
NOITE,LIGADO,BOM
TARDE,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
NOITE,LIGADO,BOM
MANHA,DESLIGADO,BOM
NOITE,LIGADO,BOM
TARDE,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
NOITE,LIGADO,BOM
NOITE,LIGADO,BOM
TARDE,DESLIGADO,BOM
NOITE,LIGADO,BOM
MANHA,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
NOITE,LIGADO,BOM
MANHA,DESLIGADO,BOM
NOITE,LIGADO,BOM
NOITE,LIGADO,BOM
MANHA,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
NOITE,LIGADO,BOM
MANHA,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
NOITE,LIGADO,BOM
NOITE,LIGADO,BOM
MANHA,DESLIGADO,BOM
NOITE,LIGADO,BOM
MANHA,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
NOITE,LIGADO,BOM
TARDE,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
NOITE,LIGADO,BOM
NOITE,LIGADO,BOM
TARDE,DESLIGADO,BOM
NOITE,LIGADO,BOM
MANHA,DESLIGADO,BOM
NOITE,LIGADO,BOM
NOITE,LIGADO,BOM
NOITE,LIGADO,BOM
NOITE,LIGADO,BOM
MANHA,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
NOITE,LIGADO,BOM
TARDE,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
NOITE,LIGADO,BOM
NOITE,LIGADO,BOM
NOITE,LIGADO,BOM
NOITE,LIGADO,BOM
NOITE,LIGADO,BOM
NOITE,LIGADO,BOM
NOITE,LIGADO,BOM
TARDE,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
NOITE,LIGADO,BOM
NOITE,LIGADO,BOM
NOITE,LIGADO,BOM
MANHA,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
NOITE,LIGADO,BOM
TARDE,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
NOITE,LIGADO,BOM
MANHA,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
NOITE,LIGADO,BOM
MANHA,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
NOITE,LIGADO,BOM
MANHA,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
NOITE,LIGADO,BOM
MANHA,DESLIGADO,BOM
NOITE,LIGADO,BOM
NOITE,LIGADO,BOM
NOITE,LIGADO,BOM
MANHA,DESLIGADO,BOM
NOITE,LIGADO,BOM
TARDE,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
NOITE,LIGADO,BOM
TARDE,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
NOITE,LIGADO,BOM
MANHA,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
NOITE,LIGADO,BOM
TARDE,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
NOITE,LIGADO,BOM
NOITE,LIGADO,BOM
NOITE,LIGADO,BOM
NOITE,LIGADO,BOM
NOITE,LIGADO,BOM
NOITE,LIGADO,BOM
MANHA,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
NOITE,LIGADO,BOM
TARDE,DESLIGADO,BOM
NOITE,LIGADO,BOM
NOITE,LIGADO,BOM
TARDE,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
NOITE,LIGADO,BOM
NOITE,LIGADO,BOM
MANHA,DESLIGADO,BOM
NOITE,LIGADO,BOM
TARDE,DESLIGADO,BOM
NOITE,LIGADO,BOM
NOITE,LIGADO,BOM
NOITE,LIGADO,BOM
MANHA,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
NOITE,LIGADO,BOM
MANHA,DESLIGADO,BOM
NOITE,LIGADO,BOM
NOITE,LIGADO,BOM
NOITE,LIGADO,BOM
NOITE,LIGADO,BOM
TARDE,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
NOITE,LIGADO,BOM
NOITE,LIGADO,BOM
MANHA,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
NOITE,LIGADO,BOM
NOITE,LIGADO,BOM
TARDE,DESLIGADO,BOM
NOITE,LIGADO,BOM
NOITE,LIGADO,BOM
MANHA,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
NOITE,LIGADO,BOM
NOITE,LIGADO,BOM
TARDE,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
NOITE,LIGADO,BOM
TARDE,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
NOITE,LIGADO,BOM
MANHA,DESLIGADO,BOM
NOITE,LIGADO,BOM
MANHA,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
NOITE,LIGADO,BOM
MANHA,DESLIGADO,BOM
NOITE,LIGADO,BOM
NOITE,LIGADO,BOM
MANHA,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
NOITE,LIGADO,BOM
NOITE,LIGADO,BOM
TARDE,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
NOITE,LIGADO,BOM
MANHA,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
NOITE,LIGADO,BOM
TARDE,DESLIGADO,BOM
NOITE,LIGADO,BOM
MANHA,DESLIGADO,BOM
NOITE,LIGADO,BOM
NOITE,LIGADO,BOM
NOITE,LIGADO,BOM
NOITE,LIGADO,BOM
TARDE,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
NOITE,LIGADO,BOM
NOITE,LIGADO,BOM
MANHA,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
NOITE,LIGADO,BOM
TARDE,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
NOITE,LIGADO,BOM
MANHA,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
NOITE,LIGADO,BOM
MANHA,DESLIGADO,BOM
NOITE,LIGADO,BOM
MANHA,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
NOITE,LIGADO,BOM
MANHA,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
NOITE,LIGADO,BOM
NOITE,LIGADO,BOM
MANHA,DESLIGADO,BOM
NOITE,LIGADO,BOM
TARDE,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
NOITE,LIGADO,BOM
NOITE,LIGADO,BOM
MANHA,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
MANHA,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
NOITE,LIGADO,BOM
NOITE,LIGADO,BOM
TARDE,DESLIGADO,BOM
NOITE,LIGADO,BOM
NOITE,LIGADO,BOM
TARDE,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
NOITE,LIGADO,BOM
TARDE,DESLIGADO,BOM
NOITE,LIGADO,BOM
MANHA,DESLIGADO,BOM
NOITE,LIGADO,BOM
NOITE,LIGADO,BOM
MANHA,DESLIGADO,BOM
TARDE,DESLIGADO,BOM
NOITE,LIGADO,BOM
TARDE,DESLIGADO,BOM
