@relation Ambiente

@attribute Estado {VERDE,AMARELO,VERMELHO}
@attribute Acao {ACELERAR,FREAR,PARAR}
@attribute Desempenho {RUIM,MEDIO,BOM}
@attribute Obstaculo numeric
@attribute Sensor numeric

@data
AMARELO,ACELERAR,MEDIO,655,0
AMARELO,FREAR,BOM,122,0
AMARELO,FREAR,BOM,365,1
VERMELHO,PARAR,BOM,384,0
AMARELO,ACELERAR,MEDIO,348,0
AMARELO,PARAR,MEDIO,911,0
VERDE,ACELERAR,RUIM,961,1
VERMELHO,FREAR,MEDIO,543,0
VERDE,FREAR,BOM,16,1
AMARELO,ACELERAR,RUIM,63,1
VERDE,FREAR,MEDIO,153,0
AMARELO,PARAR,MEDIO,770,1
VERMELHO,FREAR,MEDIO,867,0
AMARELO,PARAR,MEDIO,143,1
VERMELHO,FREAR,MEDIO,2,0
VERDE,PARAR,RUIM,684,0
AMARELO,ACELERAR,MEDIO,760,0
VERDE,ACELERAR,RUIM,679,1
VERMELHO,PARAR,MEDIO,982,1
VERMELHO,PARAR,MEDIO,306,1
VERMELHO,PARAR,MEDIO,790,1
VERMELHO,ACELERAR,RUIM,353,1
VERMELHO,ACELERAR,RUIM,119,0
VERMELHO,ACELERAR,RUIM,218,0
VERMELHO,FREAR,MEDIO,524,0
AMARELO,ACELERAR,RUIM,673,1
VERMELHO,ACELERAR,RUIM,441,0
VERMELHO,ACELERAR,RUIM,7,0
AMARELO,ACELERAR,MEDIO,18,0
VERMELHO,FREAR,BOM,46,1
VERMELHO,PARAR,BOM,34,0
VERMELHO,FREAR,BOM,170,1
VERDE,PARAR,RUIM,758,0
AMARELO,PARAR,MEDIO,510,1
AMARELO,ACELERAR,RUIM,132,1
VERMELHO,FREAR,MEDIO,617,0
VERDE,FREAR,MEDIO,379,0
VERDE,PARAR,MEDIO,468,1
VERMELHO,FREAR,BOM,568,1
VERDE,FREAR,BOM,651,1
VERDE,FREAR,MEDIO,138,0
VERMELHO,FREAR,MEDIO,285,0
AMARELO,PARAR,MEDIO,995,0
VERDE,FREAR,MEDIO,912,0
VERMELHO,FREAR,BOM,683,1
VERMELHO,FREAR,BOM,629,1
VERMELHO,ACELERAR,RUIM,475,1
AMARELO,ACELERAR,RUIM,892,1
AMARELO,PARAR,MEDIO,675,1
VERMELHO,ACELERAR,RUIM,364,1
VERMELHO,ACELERAR,RUIM,1,0
AMARELO,PARAR,MEDIO,755,1
VERDE,PARAR,MEDIO,303,1
AMARELO,ACELERAR,RUIM,646,1
VERMELHO,FREAR,BOM,215,1
AMARELO,ACELERAR,MEDIO,109,0
AMARELO,ACELERAR,MEDIO,406,0
VERDE,FREAR,MEDIO,205,0
AMARELO,ACELERAR,MEDIO,330,0
VERMELHO,ACELERAR,RUIM,946,1
VERMELHO,FREAR,MEDIO,305,0
AMARELO,ACELERAR,RUIM,816,1
AMARELO,FREAR,BOM,680,0
VERDE,FREAR,BOM,941,1
VERDE,PARAR,MEDIO,237,1
VERDE,PARAR,RUIM,774,0
VERDE,FREAR,MEDIO,194,0
VERDE,FREAR,BOM,347,1
AMARELO,ACELERAR,MEDIO,830,0
VERDE,FREAR,BOM,409,1
AMARELO,PARAR,MEDIO,849,0
VERDE,PARAR,MEDIO,812,1
VERMELHO,FREAR,MEDIO,612,0
VERDE,PARAR,MEDIO,406,1
VERDE,ACELERAR,RUIM,883,1
VERMELHO,ACELERAR,RUIM,48,0
VERMELHO,ACELERAR,RUIM,177,0
VERMELHO,ACELERAR,RUIM,58,1
AMARELO,FREAR,BOM,710,1
AMARELO,FREAR,BOM,481,1
VERMELHO,FREAR,BOM,623,1
VERDE,FREAR,BOM,814,1
VERMELHO,ACELERAR,RUIM,866,1
AMARELO,FREAR,BOM,102,0
VERMELHO,PARAR,MEDIO,629,1
VERMELHO,PARAR,BOM,979,0
AMARELO,PARAR,MEDIO,898,0
VERDE,ACELERAR,BOM,621,0
VERDE,FREAR,MEDIO,993,0
VERDE,FREAR,BOM,668,1
VERDE,PARAR,MEDIO,146,1
VERMELHO,FREAR,BOM,14,1
VERMELHO,FREAR,MEDIO,717,0
VERMELHO,PARAR,MEDIO,73,1
VERMELHO,FREAR,BOM,832,1
VERDE,FREAR,BOM,549,1
VERDE,FREAR,MEDIO,981,0
VERDE,FREAR,BOM,233,1
VERMELHO,FREAR,MEDIO,238,0
VERDE,ACELERAR,BOM,399,0
AMARELO,FREAR,BOM,494,1
AMARELO,FREAR,BOM,150,1
AMARELO,FREAR,BOM,941,0
VERMELHO,FREAR,BOM,675,1
VERMELHO,PARAR,MEDIO,735,1
VERDE,FREAR,MEDIO,827,0
VERMELHO,ACELERAR,RUIM,394,1
AMARELO,PARAR,MEDIO,793,0
VERMELHO,PARAR,BOM,83,0
AMARELO,ACELERAR,MEDIO,832,0
VERDE,FREAR,BOM,516,1
AMARELO,ACELERAR,MEDIO,429,0
AMARELO,PARAR,MEDIO,867,0
VERDE,FREAR,BOM,11,1
AMARELO,ACELERAR,RUIM,602,1
AMARELO,FREAR,BOM,299,0
AMARELO,FREAR,BOM,679,1
AMARELO,ACELERAR,MEDIO,871,0
VERMELHO,ACELERAR,RUIM,191,1
VERMELHO,PARAR,BOM,754,0
AMARELO,PARAR,MEDIO,348,0
VERDE,PARAR,MEDIO,783,1
VERDE,FREAR,BOM,816,1
AMARELO,ACELERAR,MEDIO,860,0
VERMELHO,ACELERAR,RUIM,629,0
VERMELHO,FREAR,BOM,434,1
VERMELHO,FREAR,BOM,955,1
AMARELO,ACELERAR,RUIM,835,1
AMARELO,FREAR,BOM,622,1
AMARELO,FREAR,BOM,712,0
VERMELHO,ACELERAR,RUIM,593,0
VERDE,ACELERAR,BOM,957,0
VERDE,PARAR,MEDIO,330,1
VERDE,ACELERAR,BOM,434,0
VERDE,FREAR,MEDIO,260,0
VERDE,ACELERAR,RUIM,239,1
AMARELO,PARAR,MEDIO,811,1
VERMELHO,PARAR,MEDIO,500,1
VERMELHO,ACELERAR,RUIM,584,1
VERMELHO,ACELERAR,RUIM,812,1
VERDE,ACELERAR,BOM,705,0
VERMELHO,FREAR,MEDIO,757,0
AMARELO,PARAR,MEDIO,500,1
AMARELO,FREAR,BOM,85,0
VERMELHO,PARAR,BOM,544,0
VERMELHO,PARAR,BOM,268,0
AMARELO,FREAR,BOM,776,1
VERMELHO,FREAR,BOM,569,1
AMARELO,FREAR,BOM,293,1
VERDE,ACELERAR,BOM,531,0
VERDE,PARAR,RUIM,431,0
VERMELHO,PARAR,MEDIO,30,1
VERMELHO,FREAR,BOM,984,1
AMARELO,FREAR,BOM,174,1
VERDE,PARAR,MEDIO,917,1
VERDE,PARAR,MEDIO,444,1
VERDE,FREAR,MEDIO,650,0
AMARELO,FREAR,BOM,163,0
VERMELHO,FREAR,BOM,905,1
VERMELHO,FREAR,MEDIO,775,0
AMARELO,PARAR,MEDIO,191,1
VERDE,PARAR,MEDIO,130,1
AMARELO,FREAR,BOM,27,0
AMARELO,PARAR,MEDIO,908,0
VERDE,FREAR,BOM,443,1
VERMELHO,ACELERAR,RUIM,165,1
AMARELO,PARAR,MEDIO,501,1
VERMELHO,PARAR,MEDIO,9,1
VERDE,PARAR,RUIM,560,0
AMARELO,ACELERAR,MEDIO,688,0
VERDE,FREAR,MEDIO,316,0
AMARELO,ACELERAR,MEDIO,512,0
VERDE,ACELERAR,RUIM,180,1
VERDE,PARAR,RUIM,809,0
VERDE,FREAR,MEDIO,895,0
VERMELHO,ACELERAR,RUIM,332,0
AMARELO,PARAR,MEDIO,62,0
VERDE,FREAR,MEDIO,984,0
VERDE,ACELERAR,BOM,933,0
VERMELHO,PARAR,MEDIO,793,1
AMARELO,FREAR,BOM,313,0
VERMELHO,ACELERAR,RUIM,430,1
VERDE,PARAR,MEDIO,842,1
VERDE,FREAR,BOM,750,1
VERDE,ACELERAR,RUIM,325,1
VERMELHO,FREAR,MEDIO,352,0
VERMELHO,FREAR,MEDIO,97,0
VERDE,PARAR,MEDIO,941,1
VERMELHO,FREAR,MEDIO,868,0
VERMELHO,ACELERAR,RUIM,435,0
VERMELHO,ACELERAR,RUIM,793,1
VERDE,FREAR,MEDIO,80,0
VERDE,ACELERAR,BOM,689,0
AMARELO,ACELERAR,MEDIO,768,0
AMARELO,PARAR,MEDIO,403,1
AMARELO,ACELERAR,MEDIO,213,0
VERDE,ACELERAR,BOM,729,0
VERDE,ACELERAR,RUIM,785,1
VERMELHO,PARAR,MEDIO,553,1
VERDE,PARAR,MEDIO,129,1
AMARELO,FREAR,BOM,213,0
VERDE,PARAR,RUIM,344,0
VERDE,FREAR,BOM,23,1
VERMELHO,ACELERAR,RUIM,47,0
AMARELO,FREAR,BOM,412,0
VERDE,ACELERAR,RUIM,621,1
VERMELHO,FREAR,MEDIO,164,0
VERDE,FREAR,MEDIO,288,0
VERMELHO,FREAR,MEDIO,540,0
VERMELHO,FREAR,MEDIO,488,0
VERMELHO,PARAR,BOM,529,0
VERDE,PARAR,RUIM,507,0
VERDE,FREAR,MEDIO,97,0
VERMELHO,FREAR,MEDIO,257,0
AMARELO,FREAR,BOM,727,0
VERDE,FREAR,BOM,941,1
VERDE,ACELERAR,BOM,10,0
AMARELO,FREAR,BOM,374,1
AMARELO,ACELERAR,MEDIO,299,0
VERMELHO,FREAR,MEDIO,448,0
VERDE,ACELERAR,BOM,362,0
VERMELHO,FREAR,BOM,235,1
VERDE,FREAR,MEDIO,524,0
VERDE,PARAR,RUIM,375,0
VERMELHO,PARAR,BOM,675,0
VERMELHO,FREAR,MEDIO,218,0
AMARELO,PARAR,MEDIO,714,0
VERMELHO,FREAR,MEDIO,479,0
VERDE,FREAR,BOM,915,1
VERMELHO,PARAR,BOM,92,0
VERDE,PARAR,RUIM,207,0
VERMELHO,ACELERAR,RUIM,246,1
VERMELHO,FREAR,MEDIO,506,0
AMARELO,FREAR,BOM,932,0
VERMELHO,ACELERAR,RUIM,321,0
VERMELHO,ACELERAR,RUIM,942,1
VERMELHO,PARAR,BOM,865,0
VERMELHO,FREAR,BOM,417,1
VERDE,ACELERAR,BOM,709,0
VERMELHO,PARAR,MEDIO,642,1
AMARELO,PARAR,MEDIO,683,1
VERMELHO,PARAR,MEDIO,491,1
VERDE,FREAR,BOM,947,1
VERMELHO,FREAR,MEDIO,406,0
AMARELO,FREAR,BOM,957,1
AMARELO,ACELERAR,MEDIO,668,0
VERDE,ACELERAR,BOM,815,0
AMARELO,FREAR,BOM,433,0
AMARELO,ACELERAR,RUIM,0,1
VERDE,ACELERAR,BOM,351,0
VERMELHO,PARAR,BOM,772,0
VERMELHO,FREAR,MEDIO,117,0
VERDE,FREAR,BOM,981,1
VERMELHO,ACELERAR,RUIM,387,0
VERDE,ACELERAR,BOM,426,0
VERDE,FREAR,BOM,620,1
VERDE,ACELERAR,BOM,958,0
VERDE,PARAR,RUIM,583,0
VERMELHO,PARAR,BOM,560,0
VERDE,PARAR,MEDIO,563,1
VERDE,ACELERAR,RUIM,794,1
VERMELHO,ACELERAR,RUIM,278,0
AMARELO,FREAR,BOM,601,0
VERDE,PARAR,MEDIO,289,1
VERDE,ACELERAR,RUIM,600,1
AMARELO,ACELERAR,RUIM,331,1
AMARELO,PARAR,MEDIO,777,0
VERDE,ACELERAR,BOM,816,0
AMARELO,ACELERAR,RUIM,970,1
VERMELHO,PARAR,BOM,917,0
VERMELHO,PARAR,MEDIO,591,1
AMARELO,PARAR,MEDIO,889,1
AMARELO,ACELERAR,MEDIO,506,0
AMARELO,PARAR,MEDIO,642,1
AMARELO,ACELERAR,MEDIO,260,0
VERMELHO,PARAR,MEDIO,875,1
VERMELHO,FREAR,MEDIO,503,0
VERMELHO,ACELERAR,RUIM,358,1
AMARELO,PARAR,MEDIO,681,1
VERMELHO,ACELERAR,RUIM,275,1
AMARELO,PARAR,MEDIO,183,0
AMARELO,PARAR,MEDIO,284,0
VERDE,FREAR,BOM,876,1
VERDE,ACELERAR,RUIM,979,1
VERDE,PARAR,MEDIO,732,1
VERDE,ACELERAR,BOM,386,0
VERDE,FREAR,MEDIO,314,0
VERMELHO,FREAR,BOM,222,1
VERDE,FREAR,BOM,602,1
AMARELO,PARAR,MEDIO,904,1
VERMELHO,FREAR,MEDIO,4,0
VERMELHO,PARAR,BOM,561,0
VERMELHO,FREAR,BOM,790,1
VERDE,FREAR,MEDIO,984,0
AMARELO,FREAR,BOM,100,1
VERMELHO,ACELERAR,RUIM,154,1
VERMELHO,ACELERAR,RUIM,135,0
VERMELHO,ACELERAR,RUIM,542,1
VERDE,FREAR,MEDIO,168,0
VERDE,ACELERAR,BOM,587,0
VERMELHO,FREAR,MEDIO,744,0
VERDE,ACELERAR,BOM,504,0
VERMELHO,FREAR,BOM,717,1
VERMELHO,ACELERAR,RUIM,134,0
VERMELHO,ACELERAR,RUIM,570,0
VERMELHO,FREAR,BOM,157,1
VERDE,PARAR,RUIM,11,0
VERDE,ACELERAR,RUIM,313,1
VERMELHO,ACELERAR,RUIM,708,0
VERMELHO,FREAR,MEDIO,640,0
VERMELHO,ACELERAR,RUIM,566,1
VERDE,FREAR,BOM,290,1
AMARELO,ACELERAR,MEDIO,766,0
AMARELO,ACELERAR,MEDIO,693,0
VERMELHO,PARAR,MEDIO,42,1
VERMELHO,FREAR,MEDIO,611,0
VERMELHO,FREAR,BOM,976,1
VERMELHO,FREAR,BOM,849,1
VERMELHO,ACELERAR,RUIM,652,1
VERMELHO,FREAR,MEDIO,470,0
AMARELO,ACELERAR,MEDIO,254,0
AMARELO,ACELERAR,RUIM,829,1
VERMELHO,ACELERAR,RUIM,935,0
VERMELHO,FREAR,BOM,176,1
VERMELHO,ACELERAR,RUIM,902,0
VERDE,PARAR,RUIM,914,0
AMARELO,FREAR,BOM,867,0
VERMELHO,ACELERAR,RUIM,192,1
VERDE,ACELERAR,BOM,847,0
VERDE,FREAR,BOM,357,1
AMARELO,ACELERAR,MEDIO,661,0
VERDE,PARAR,MEDIO,311,1
VERMELHO,FREAR,BOM,370,1
VERMELHO,ACELERAR,RUIM,603,0
